application_id,age,sex,race,employment_length,annual_income,loan_amount,loan_purpose,debt_to_income_ratio,credit_lines_open,total_credit_limit,revolving_balance,credit_utilization,delinquencies_2y,inquiries_6m,oldest_account_months,home_ownership,default_probability,loan_status
APP_42_000030,30,F,White,4.660232749124953,57670.991852287065,6215.807347377756,credit_card,0.09175718297681004,7,67949.67371801958,10555.372190204898,0.1553410283323512,1,3,269,MORTGAGE,0.2653412629659159,0
APP_42_000031,60,M,Black,7.236803671659189,37324.75415266511,19495.22850004295,debt_consolidation,0.21536485590068322,7,34429.146949720765,9332.181832241224,0.2710546922893456,0,0,14,RENT,0.2943366413980164,0
APP_42_000032,37,M,White,0.9608815422728965,73390.09211790374,40000.0,debt_consolidation,0.14072780371369772,7,5000.0,2022.295772495976,0.40445915449919523,0,1,15,MORTGAGE,0.4375246227697278,0
APP_42_000033,25,M,White,3.4914627410819725,153265.83263679958,17756.211529812612,credit_card,0.03875478821239668,7,13617.90532034881,4661.9281024466,0.342338119760638,0,1,66,MORTGAGE,0.21103214812391372,0
APP_42_000034,47,M,White,2.542999078347839,45270.90141346463,10399.921900994173,major_purchase,0.14218573559259745,10,61337.0443229098,10946.931006041183,0.178471772268825,0,0,81,MORTGAGE,0.281232420637274,0
APP_42_000035,23,M,Black,0.7913105552263051,24039.39076292759,13352.155671835593,credit_card,0.3183337184410489,7,57793.89490795652,12355.64247049889,0.21378802190398627,0,1,107,MORTGAGE,0.33357403398504165,0
APP_42_000036,40,M,White,2.2906474122836578,95248.86734928779,4913.165967164074,debt_consolidation,0.02421354615392662,9,11322.196275726374,3130.9805931995456,0.2765347391046423,0,1,15,MORTGAGE,0.21505788054253816,0
APP_42_000037,18,F,Hispanic,0.35303681352055105,37760.889514169874,21668.443425130492,home_improvement,0.1673171106465475,7,44281.87782760498,3104.490297008605,0.07010746719221762,0,1,255,RENT,0.2476314615492432,0
APP_42_000038,22,M,Other,0.13075439984406323,15000.0,27061.476112763852,debt_consolidation,0.5888323492636264,5,57121.40556110716,6493.697144141865,0.11368237669143239,0,3,81,MORTGAGE,0.7722832635193398,1
APP_42_000039,40,F,Asian,0.7260901616428179,74987.1014717307,9305.191356102689,debt_consolidation,0.08374990405963603,8,35199.986822881256,11241.435079174977,0.3193590706649822,1,0,150,OWN,0.3086869705301228,0
APP_42_000040,46,M,Hispanic,16.499766699885537,31998.444549419382,9172.510324232075,major_purchase,0.28373849068179047,12,69978.04114529643,19104.966341115338,0.2730137344291678,0,0,62,MORTGAGE,0.3423702533693979,0
APP_42_000041,40,M,White,3.9873138327906146,46429.0226403792,16526.205030438214,home_improvement,0.1334550189535458,4,61901.505331175904,6194.158025447894,0.10006473982028165,0,0,42,RENT,0.17523100363369357,0
APP_42_000042,36,F,Hispanic,16.88088915942053,49535.55996351818,9420.31881207966,major_purchase,0.05857625421892221,9,35184.8467392278,1779.8084400016305,0.05058451591938615,1,1,302,RENT,0.20204943291118727,0
APP_42_000043,34,M,White,2.8325539550412495,54956.641000828095,12671.28778068995,debt_consolidation,0.07843687850007879,7,22931.29070114059,3526.4397377467044,0.15378287178450453,1,1,69,OWN,0.3207993744432808,0
APP_42_000044,20,M,White,1.8684961416535204,75032.08419305296,40000.0,major_purchase,0.435884907712294,9,92807.93604862936,64181.53637208322,0.6915522433173547,1,0,161,RENT,0.7314020084646647,1
APP_42_000045,29,M,White,3.5275348738864984,37748.770237560966,10964.07655070172,home_improvement,0.14341062746944785,10,55096.74329778934,7728.323482778399,0.14026824491255338,0,0,245,RENT,0.1526720699293736,0
APP_42_000046,32,M,White,2.8947344531327417,66693.54688721318,10029.919734514393,credit_card,0.044210623674333635,6,10474.621523429425,1503.8404629268132,0.1435699093817426,0,2,90,MORTGAGE,0.22781149809911616,0
APP_42_000047,50,F,Hispanic,0.5583725029919596,34735.92971992767,7958.267110813477,home_improvement,0.25654127529616727,11,44303.0095979195,19447.821117647356,0.4389729116407622,0,0,63,MORTGAGE,0.32857711452844873,0
APP_42_000048,42,M,Black,5.1197460219874635,67201.63906235319,24230.16387747881,major_purchase,0.09255009375529054,6,12888.332986804902,1122.996292041855,0.0871327807243637,0,1,12,MORTGAGE,0.2067357883622715,0
APP_42_000049,18,F,White,1.2169748099916533,65240.70620945743,11556.700312963234,credit_card,0.06000320853954875,9,15243.201217340706,3169.5656245620294,0.20793306992210556,0,1,12,MORTGAGE,0.22055154081926492,0
APP_42_000050,41,M,White,4.832501422528819,27965.77664127266,7946.616895511637,credit_card,0.1525249558678613,9,20196.830560898492,6550.80775860496,0.3243483049903616,0,1,17,RENT,0.3948709194508764,0
APP_42_000051,33,F,Other,5.2519841966230985,86526.64332111133,38447.27979274088,other,0.15704407988187455,7,37812.155806499286,12114.305376036838,0.32038124030882653,0,1,16,MORTGAGE,0.312626092430627,0
APP_42_000052,29,F,White,0.8245197577722321,32697.056056932473,40000.0,major_purchase,0.5942906747420014,7,50870.42639490772,27309.876405976232,0.5368517298040583,0,1,23,RENT,0.7325722488537177,1
APP_42_000053,45,F,White,0.3165610447526569,73236.78272837061,8263.976336975289,credit_card,0.06942296343410748,8,25133.38446350563,8613.778245859106,0.3427225751615964,0,0,29,MORTGAGE,0.26746596314916693,0
APP_42_000054,50,M,White,7.587977466119651,61106.43067842195,3001.2016543817413,home_improvement,0.08498679651203275,12,26142.971193082067,12424.864979422398,0.47526598593775204,0,3,35,OWN,0.35928310573251687,0
APP_42_000055,49,M,Hispanic,3.0790831104569314,132926.24312662162,29911.878414326064,credit_card,0.06059370625866921,7,23088.286967495493,2432.341418457506,0.10534958361708871,0,4,43,OWN,0.3032258344262625,0
APP_42_000056,27,M,Black,0.29961950051907926,37725.33030007874,7725.610589790709,debt_consolidation,0.18507024339808953,4,93224.16734895471,14243.58199821979,0.15278851400091908,0,2,12,RENT,0.253014566265468,0
APP_42_000057,34,F,White,26.359659883683328,36571.63845486126,25147.165850330537,credit_card,0.18001132453898,7,5000.0,1522.1924298359545,0.3044384859671909,0,1,12,OWN,0.47718367706425313,0
APP_42_000058,41,F,White,0.2975854071221184,44576.7021198222,2762.5707209177194,other,0.08807930608801401,7,27506.849662956698,9064.633381627194,0.3295409504431356,0,1,89,RENT,0.2604613624404384,0
APP_42_000059,49,F,Black,5.9377950675007565,33086.38507972447,27284.604125328453,other,0.8682470095232535,7,145872.2205614672,61607.916420352034,0.4223416643910749,0,0,61,OWN,0.746025203013576,1
APP_42_000060,32,M,Black,20.576490388284764,69712.2803332984,5069.829448018743,debt_consolidation,0.061004323124261135,5,57844.11768460337,8433.3094657142,0.1457937263681166,0,1,46,MORTGAGE,0.2461240212419244,0
APP_42_000061,35,F,White,1.3667930847857352,17099.970648016188,23971.269672385806,credit_card,0.7913747756936027,7,113568.62020383123,21609.39087380113,0.19027607128638988,0,3,80,MORTGAGE,0.7748662505981954,1
APP_42_000062,24,F,Asian,0.7672093061679247,23966.41944056135,13513.148511808422,debt_consolidation,0.18662488312140144,6,5820.701269105078,3415.484955831177,0.5867823820404207,0,2,140,RENT,0.6049831311514599,1
APP_42_000063,23,M,White,0.6470420301200468,25830.68091263862,6228.236242041816,other,0.08508538580173637,7,11872.44789473354,1952.8798691204702,0.16448839248953384,1,1,44,OWN,0.26405517385925886,0
APP_42_000064,47,M,White,1.806823529705549,86697.86654867459,9646.697903986118,other,0.11289188020733275,7,57678.705367259834,20756.326854687846,0.3598611779256363,0,1,81,MORTGAGE,0.29856008598302947,0
APP_42_000065,54,F,Asian,0.5326160177578074,125867.67234846398,23133.909539528315,home_improvement,0.17660536049095762,11,146615.31544184513,46324.353777142846,0.3159584906770355,0,2,245,RENT,0.2673104562133474,0
APP_42_000066,37,F,White,5.890897349640917,42359.53659358634,14540.82606128863,major_purchase,0.09929648429501109,10,13002.376206290028,1989.8744594436732,0.15303929280872922,0,0,146,MORTGAGE,0.213732962851097,0
APP_42_000067,50,F,Black,0.32158231899763545,35864.09682582186,21322.76124880918,home_improvement,0.1694190898516246,8,25617.074878303614,2662.777619075211,0.10394542045588706,0,2,44,RENT,0.27787152517247715,0
APP_42_000068,42,M,White,3.5608562621731843,51125.122931376325,40000.0,credit_card,0.2278474024616789,11,52120.71386342043,5690.906834578088,0.10918704700574147,0,1,82,MORTGAGE,0.4223069934347281,0
APP_42_000069,30,F,White,28.564399433999675,90557.96053830783,3822.29654454953,debt_consolidation,0.02268688641971155,7,9825.648529209602,3158.6860956706196,0.32147354816127455,2,2,15,MORTGAGE,0.46678533366776853,0
APP_42_000070,42,M,Other,8.409243883383578,28101.777779237575,40000.0,credit_card,0.48175258482529054,11,58076.8338042387,10939.178009260046,0.1883569969763341,0,0,65,MORTGAGE,0.6110671085475768,1
APP_42_000071,56,M,White,4.775410383099368,56557.96891429215,14522.940040622332,home_improvement,0.06758621944517203,4,5000.0,936.2046907366846,0.18724093814733692,0,3,318,MORTGAGE,0.24564666313441974,0
APP_42_000072,37,M,Hispanic,1.8282441654349264,79202.0975929786,6509.205998588814,home_improvement,0.05400456242568177,6,56557.636828224146,7541.847733454545,0.1333479996054381,0,0,58,RENT,0.13789300975888882,0
APP_42_000073,56,F,White,4.889445714095118,60917.44665359085,4608.921217599701,credit_card,0.06660078710562267,8,14830.238672514295,8197.246676027782,0.5527386886375736,1,1,210,RENT,0.43387591804216424,0
APP_42_000074,18,F,White,3.743737779397671,50532.26696481198,11483.92703247393,other,0.11731415391144678,12,24274.03473293702,8811.132378918128,0.36298590143164183,0,2,41,MORTGAGE,0.3118992711151025,0
APP_42_000075,47,F,White,2.776355806583479,82227.57989457606,27926.185877119795,debt_consolidation,0.17352063826596228,6,65296.62002096044,21016.382044065267,0.3218601826146428,0,2,480,MORTGAGE,0.3393658956543235,0
APP_42_000076,39,M,Black,0.7003946293017256,15000.0,12063.754059170586,credit_card,0.4463441979886253,6,54313.43732969798,10555.172210078996,0.19433813673043937,0,3,69,RENT,0.6197201472693902,1
APP_42_000077,34,F,White,10.884355299060237,67734.00232259162,40000.0,home_improvement,0.18879127104313362,8,36055.58001180936,8854.412198112888,0.24557675109408264,1,2,12,MORTGAGE,0.4515539713607269,0
APP_42_000078,39,M,Hispanic,2.987227648963911,29797.926050944487,4184.152477001637,home_improvement,0.5696512206550826,10,86867.26096413664,44361.745426194495,0.5106842892687654,0,2,70,OWN,0.5826333264295744,1
APP_42_000079,18,F,White,1.082220910307068,15036.542031452169,13231.145564038672,home_improvement,0.28769029921401956,9,7862.356020343484,3195.534280009374,0.4064346961319325,0,1,25,RENT,0.5584638011446805,1
APP_42_000080,35,M,Asian,2.2924259169146763,66617.43171308943,4905.367263214329,debt_consolidation,0.14591582368956574,13,43650.62738960459,23731.24799257612,0.543663388403616,1,1,12,MORTGAGE,0.3796095816488403,0
APP_42_000081,42,M,White,2.67328467310067,111769.62665731768,17870.4806727685,debt_consolidation,0.05361230419893762,8,17833.72991561249,4731.421841914899,0.26530747433675045,1,3,137,RENT,0.26932381946766437,0
APP_42_000082,55,M,Hispanic,8.787888755452666,40626.27791739818,27160.25341498766,home_improvement,0.3098517518130149,11,82969.49771388924,16860.17378541998,0.20320930281584138,1,1,25,MORTGAGE,0.509308849061122,0
APP_42_000083,31,M,Hispanic,6.614051614296391,78148.34924047346,9541.352873763255,credit_card,0.2095741208737588,10,67397.3084867823,39133.18583362366,0.5806342524983518,0,2,127,RENT,0.5345808581809269,1
APP_42_000084,28,F,Hispanic,7.333291630850959,106790.56193373898,1663.4165263997443,debt_consolidation,0.05044956062200755,11,69634.35960399962,13856.436004995772,0.19898848907055783,0,0,27,OWN,0.19034427253863603,0
APP_42_000085,31,M,Hispanic,0.05546280010766931,97108.88527140528,15664.597634774982,home_improvement,0.19300216421259567,13,159666.67651993307,41618.67108141077,0.26065971928848297,0,0,17,MORTGAGE,0.2884241955581243,0
APP_42_000086,48,M,Hispanic,2.690590132204877,118021.04110077344,18946.809673688404,credit_card,0.11232542692609014,6,100078.76242344463,24193.13751727998,0.2417409741231218,0,0,291,MORTGAGE,0.2028730373859279,0
APP_42_000087,41,F,Black,3.2825736051908034,61948.67596528091,18461.371553494813,home_improvement,0.15521425821385115,12,31518.211468269303,14401.635040118199,0.45693059248038,1,0,35,OWN,0.4869210326152678,0
APP_42_000088,31,M,White,0.09689419733223151,51290.466892822515,35904.781443817425,major_purchase,0.2567134462850802,7,36274.0878442676,12638.347141975264,0.3484125416532701,0,2,73,OWN,0.5454800694664795,1
APP_42_000089,44,F,White,1.5042635201091314,17247.783197692363,5671.205907918695,debt_consolidation,0.4227289616010412,9,62370.30393725906,16472.355731055257,0.2641057473060497,0,1,75,RENT,0.366299081754047,0
APP_42_000090,39,F,Asian,7.14162340857189,38909.00127889002,23021.247765800297,debt_consolidation,0.3349398995455312,5,41050.45534523644,20852.993099934167,0.5079844529021523,0,0,65,OWN,0.5545642010680437,1
APP_42_000091,49,F,Black,0.7373385866694464,23928.776764577484,34683.03737577176,major_purchase,0.4821507608164225,8,68504.58728818069,8925.969311839288,0.13029739562242884,1,0,196,MORTGAGE,0.5938647318648497,1
APP_42_000092,29,M,Hispanic,3.831925226324291,162300.54554610339,3219.9784075777875,home_improvement,0.011215758627585951,10,5000.0,2909.8025726442966,0.5819605145288593,2,2,89,MORTGAGE,0.536277804749877,1
APP_42_000093,34,F,White,1.2116437803844688,40582.28432149018,17252.657364918097,home_improvement,1.0,9,197347.8460989213,126464.58429468943,0.6408206970310617,0,0,41,RENT,0.7488118855928307,1
APP_42_000094,33,F,White,0.0609741512438881,48559.31285164138,8925.397426121592,major_purchase,0.1091840749690942,2,38365.95378834989,8777.24520158925,0.22877693201659766,1,3,158,RENT,0.30147332683380096,0
APP_42_000095,20,M,White,1.3800948092514966,68247.16854212078,12516.23476143323,major_purchase,0.056094723301155294,8,8431.93196597041,2290.0269242044455,0.27158982466254894,0,0,15,MORTGAGE,0.24810314050867197,0
APP_42_000096,41,M,Black,18.62227511571439,44281.75837117393,17643.825777049606,other,0.1119865405473284,7,15955.932515031072,2012.3409523571195,0.126118667803428,0,2,62,MORTGAGE,0.2082206721307824,0
APP_42_000097,41,F,White,8.085765789807736,124697.86560958029,9047.25927882414,credit_card,0.0251442406331775,4,5343.337057703212,2678.0303122586715,0.5011906011801921,0,2,240,MORTGAGE,0.3500393424177038,0
APP_42_000098,38,F,White,16.041737750956166,31039.900663564684,7780.94859152129,credit_card,0.15555951410868565,8,13613.107955879,8225.345009002449,0.6042224182502148,1,1,78,MORTGAGE,0.46655102641889384,0
APP_42_000099,35,F,White,3.34572812055584,50684.87715931362,13729.772567569662,credit_card,0.11986517708038465,13,31951.56413195673,7722.795443838751,0.24170320463637984,0,0,135,RENT,0.20830612265940576,0
APP_42_000100,21,F,White,0.5811872709759626,28886.68495240419,5598.215968480625,debt_consolidation,0.8104927043323729,5,141951.84384933393,61302.4321495444,0.4318537222708435,1,1,84,MORTGAGE,0.6649019202725809,1
APP_42_000101,32,F,White,3.9699173850084724,20426.83760962025,5604.58278709481,credit_card,0.3435845380462294,4,52554.55894033909,15759.015819288787,0.29986010989415235,0,2,146,MORTGAGE,0.390540759470963,0
APP_42_000102,33,M,White,3.0291381554346426,33959.99677487147,23005.730737263882,debt_consolidation,0.23808161312667572,9,44782.58211679884,7121.87621387437,0.15903228168709843,1,2,231,MORTGAGE,0.535933210337753,1
APP_42_000103,28,M,Hispanic,9.300954436999046,43149.124478189384,5329.244551163199,other,0.05659598147363038,4,13074.328511036843,3230.6898813661396,0.2471017825993064,1,1,25,RENT,0.23969450215688204,0
APP_42_000104,36,M,White,0.5161615804331191,37889.09676155155,22766.60391809968,credit_card,0.19227465100612745,6,17291.377138235788,5058.688656724432,0.2925555678002268,0,1,14,RENT,0.4624231918958215,0
APP_42_000105,42,F,White,3.349508678149231,29767.30144582024,19342.751606159796,credit_card,0.2725026450008501,8,18541.46910931262,9637.244425125818,0.5197670350881434,0,2,52,RENT,0.517632121566592,0
APP_42_000106,60,M,White,0.8128809185896223,21082.73044032329,3358.8522991336376,credit_card,0.2326925082062478,11,19234.950640093262,11387.969095008233,0.5920456625072482,0,0,96,MORTGAGE,0.46912340862134977,0
APP_42_000107,40,F,White,1.9628129750685221,42905.48908728757,7769.400449293738,debt_consolidation,0.13605854106411924,8,26466.016992322402,11036.11705841205,0.4169919886930303,1,3,20,RENT,0.510091636736635,0
APP_42_000108,41,F,White,6.684799390123954,18284.082775342376,34727.51261186182,debt_consolidation,0.5068853459342417,4,28327.548190796602,2592.5849883969263,0.09152168662585619,2,0,12,RENT,0.8186152102363472,1
APP_42_000109,37,F,White,3.2314909664580886,71157.56832608831,6094.046409293328,credit_card,0.09069826504926867,6,26764.44117694598,13864.713483529458,0.5180273853605459,1,0,33,MORTGAGE,0.35424142696604216,0
APP_42_000110,18,M,Black,2.357129482107963,45325.745358882064,9213.97461230114,debt_consolidation,0.13929340255528763,9,19847.001023432567,11395.064965113741,0.5741454314261404,1,0,277,RENT,0.39077005983343355,0
APP_42_000111,37,F,White,2.508307700792891,18808.938564474036,19334.545837013953,home_improvement,0.3273626140125511,9,41009.041642147335,4214.0341510676435,0.10275865961072936,1,0,94,RENT,0.40954430587162527,0
APP_42_000112,38,M,Black,3.075810804584616,35833.596507861024,25002.032672024096,major_purchase,0.1951639143739267,6,27365.180374033367,2758.158664678456,0.10079080886657169,0,1,41,RENT,0.4164197277625241,0
APP_42_000113,67,F,Hispanic,7.68597100947232,25847.36736616671,10924.561601662952,major_purchase,0.14415474463504133,10,8638.54528991831,3067.016271552096,0.35503851269165476,0,1,17,RENT,0.35196677407470583,0
APP_42_000114,35,M,Hispanic,11.132042581618734,53430.88297234074,8283.259623508637,home_improvement,0.1662050560022573,6,37456.8034511082,19145.834963960766,0.5111443903362318,0,4,35,OWN,0.40268028871753203,0
APP_42_000115,41,M,White,15.5427903151115,109564.6722022124,40000.0,debt_consolidation,0.1352666700505684,4,32692.87365177687,14501.245455487076,0.443559829274871,1,2,14,MORTGAGE,0.43204037819958735,0
APP_42_000116,37,F,White,7.7300481522784885,15000.0,40000.0,major_purchase,0.6637104696130215,4,8763.365439130324,987.9362338758958,0.11273479814781506,0,0,12,MORTGAGE,0.8722804835823199,1
APP_42_000117,23,M,White,1.8946531280202563,52523.483193146465,29233.96334573794,major_purchase,0.17531893477836902,8,21329.12306723668,6089.472003596947,0.2855003454385279,0,0,189,OWN,0.3343884519945737,0
APP_42_000118,51,M,White,5.825919673405102,44530.08569113271,14303.428089433848,debt_consolidation,0.17530840039187967,9,62153.679884358535,12149.098195449114,0.1954686869394282,0,0,480,OWN,0.19643123311118244,0
APP_42_000119,47,F,Other,2.8777374668244695,67468.92745883435,6998.054233028007,home_improvement,0.033320525498799915,10,13058.506705395735,1579.3530606723607,0.1209443848598536,0,1,14,MORTGAGE,0.20891140816447312,0
APP_42_000120,47,F,White,1.4696452012448886,51253.355498741825,6874.983171532929,debt_consolidation,0.05578801268089982,13,11873.19761085275,3359.2413481515905,0.2829264245615739,2,0,12,RENT,0.36601959192780054,0
APP_42_000121,27,F,White,9.190218630952891,28722.520832153554,20292.594270595815,major_purchase,0.36277083602374555,11,27108.557724412676,15415.195194574433,0.5686468218370851,0,2,32,RENT,0.7223075353983014,1
APP_42_000122,54,F,Black,0.19592058371878027,32772.750057722275,18670.846520261115,other,0.4128590443780223,8,63617.19299023459,25137.56418224535,0.39513790220363915,0,0,49,MORTGAGE,0.551672131988194,1
APP_42_000123,21,F,Black,11.601810465201861,24616.43296151355,40000.0,debt_consolidation,0.5283035231365785,11,185219.11926731854,9458.18961284169,0.0510648665767118,0,0,18,RENT,0.47499247916328624,0
APP_42_000124,45,M,White,3.094629674196398,93489.48818794636,22479.522755144426,major_purchase,0.07492767093866683,1,65712.32745501271,4471.844849822673,0.06805184084955963,0,1,28,RENT,0.24459314616001943,0
APP_42_000125,64,M,White,5.069538156672787,49651.65435214808,4013.9688082739417,home_improvement,0.19580319924224826,14,96408.0483421907,24329.44515509763,0.25235906725072066,1,1,17,MORTGAGE,0.3824324976152209,0
APP_42_000126,26,M,White,5.384556178581311,153386.2319763949,30994.28445900108,other,0.08670794957102083,10,49613.97691467447,16281.048324827481,0.32815447052001967,1,1,119,MORTGAGE,0.31889887176968806,0
APP_42_000127,31,F,White,11.274584490295103,43487.19921156993,6012.232953134059,credit_card,0.09069977145480515,9,19602.17127307463,6948.175335963337,0.3544594748800756,0,1,99,RENT,0.26829435158112486,0
APP_42_000128,39,F,White,5.062214460021356,29483.154075059803,9826.351479451909,major_purchase,0.30347540270133827,10,65286.46168843527,18303.02139101644,0.2803494157542712,0,3,80,RENT,0.4332861693182033,0
APP_42_000129,31,M,White,4.758729320554361,19767.04358332542,16320.220916901972,debt_consolidation,0.24354510042363664,6,33622.5669514409,2492.5377625636615,0.07413288123311607,0,2,39,OWN,0.3399242554956163,0
APP_42_000130,19,M,White,0.344886003909527,16615.91407374329,40000.0,debt_consolidation,0.599467946643849,12,50987.228258733216,1001.9663649931161,0.01965132052106592,0,3,191,MORTGAGE,0.8316392121184968,1
APP_42_000131,38,F,White,3.653290209946091,17433.289120237696,40000.0,debt_consolidation,0.5811757367761485,6,15499.656731141487,1477.2351357937719,0.09530760335006332,1,1,279,RENT,0.8761913404973307,1
